cluster_id,auto_label
1301,"nitric oxide, nitric, oxide, releasing, oxide releasing"
1302,"cover, device, electronic, electronic device, using"
1303,"housing, electronic, device, electronic device, portable"
1304,"component, mounting, component mounting, method, electronic"
1305,"bearing, roller, roller bearing, method, tapered roller"
1306,"seat, vehicle, chair, vehicle seat, device"
1307,"device, electronic, text, handheld electronic, handheld"
1308,"projection, apparatus, image, display, screen"
1309,"pump, infusion, infusion pump, pump infusion, operating"
1310,"laser, semiconductor, semiconductor laser, surface, method"
1311,"storage, energy, energy storage, device, storage device"
1312,"headlight, vehicle, motor vehicle, vehicle headlight, motor"
1313,"ophthalmic, apparatus, ophthalmologic, method, ophthalmological"
1314,"balloon, medical, balloons, multi, apparatus"
1315,"power, power factor, factor, factor correction, correction"
1316,"inverter, inverter inverter, method, circuit, ended"
1317,"trimming, trimmer, method, apparatus, program"
1318,"dryer, clothes, clothes dryer, method, apparatus"
1319,"collision, vehicle, method, aircraft, avoidance"
1320,"blower, blower blower, systems, motor, blower motor"
1321,"diaphragm, pump, diaphragm pump, device, manual diaphragm"
1323,"ring, method, tone, ring tone, tones"
1324,"stator, motor, motor stator, machine, electric"
1325,"request, automatic repeat, repeat request, repeat, automatic"
1326,"substance, detecting, method, target, target substance"
1328,"retractor, surgical, surgical retractor, wound retractor, method"
1329,"cochlear, implant, cochlear implant, electrode, electrode array"
1330,"test, apparatus, method, test apparatus, apparatus test"
1331,"osmosis, reverse, reverse osmosis, water, method"
1332,"container, dispenser, method, bottle, filling"
1333,"headset, wireless, wireless headset, headset wireless, communication"
1334,"glass, method, powder, sheet, method producing"
1335,"service, denial service, denial, attacks, service attacks"
1336,"casting, method, casting method, die, die casting"
1337,"ethanol, production, process, method, producing"
1338,"oil, method, recovery, shale, oil shale"
1339,"integrated, integrated circuit, circuit, package, circuit package"
1340,"semiconductor, package, semiconductor package, method, stacked"
1341,"biomass, method, process, processing, engineered"
1342,"method, tag, tags, tagging, information"
1343,"firewall, method, network, computer, program"
1344,"video, method, network, video conferencing, conferencing"
1345,"moving, picture, moving picture, method, decoding"
1346,"clock, synchronization, method, synchronizing, signal"
1349,"translation, machine translation, machine, method, model"
1350,"wireless, terminal, communication, wireless terminal, method"
1352,"therapeutic, compounds, therapeutic compounds, compounds therapeutic, use"
1353,"spam, email, method, using, detecting"
1354,"voice, mail, voicemail, voice mail, method"
1355,"method, transmitter, receiver, signal, receiving"
1356,"cognitive, method, spectrum, radio, cognitive radio"
1357,"cell, method, wireless, communication, network"
1358,"channel, quality, channel quality, method, wireless"
1359,"antenna, method, apparatus, multi, multiple"
1360,"receptor, muscarinic, antagonists, receptor antagonists, compounds"
1361,"lettuce, line, lettuce line, cultivar, lettuce cultivar"
1362,"voice, coil, voice coil, motor, coil motor"
1363,"ion, mobility, ion mobility, spectrometer, mobility spectrometer"
1364,"droplet, apparatus, liquid, liquid droplet, ejection"
1365,"semiconductor, circuit, integrated, integrated circuit, semiconductor integrated"
1366,"waterproof, device, electronic, device waterproof, electronic device"
1368,"button, device, electronic device, electronic, assembly"
1369,"field, near field, near, communication, field communication"
1370,"ultraviolet, light, extreme, source, light source"
1371,"array, substrate, array substrate, method, device"
1372,"stylus, stylus stylus, electronic, device, electronic device"
1373,"tactile, device, method, tactile feedback, feedback"
1374,"fixing, device, electronic, electronic device, device fixing"
1375,"avatar, virtual, method, virtual universe, universe"
1376,"refrigerator, door, method, refrigerator door, assembly"
1378,"battery, rechargeable, rechargeable battery, battery rechargeable, lithium"
1379,"hash, method, hashing, apparatus, hash function"
1381,"athletic, sports, performance, methods, information"
1382,"screw, method, self, device, screw screw"
1383,"device, rotation, rotating, mechanism, electronic"
1384,"map, display, method, map display, apparatus"
1385,"cannula, use, methods, surgical, method"
1387,"litter, litter box, box, animal, animal litter"
1388,"shelving, shelf, unit, shelving unit, shelving shelf"
1389,"maintenance, method, systems, maintenance information, information"
1390,"capsule, medical, device, medical device, capsule medical"
1391,"method, delivery, methods, shipping, apparatus"
1392,"light, organic light, emitting, light emitting, organic"
1393,"backlight, module, display, assembly, method"
1394,"graphene, method, nano, device, sheet"
1395,"underwater, method, vehicle, communications, acoustic"
1397,"light, light emitting, emitting, emitting diode, diode"
1398,"state, solid state, solid, lighting, state lighting"
1399,"meeting, meetings, method, service, meetings method"
1400,"lighting, control, method, light, lighting method"
1401,"led, lighting, led lighting, apparatus, light"
1403,"quantization, method, vector, adaptive, quantization step"
1404,"animation, user, method, graphics, interface"
1405,"particulate, particulate matter, matter, sensor, matter sensor"
1406,"attachment, assembly, bar, assembly attachment, attachment apparatus"
1407,"drag, reducing, vehicle, method, drag reducing"
1408,"saddle, vehicle, type, type vehicle, saddle riding"
1409,"firmware, method, update, device, firmware update"
1410,"sensor, image, image sensor, backside, illuminated"
1412,"optical, connector, optical connector, connector optical, method"
1413,"display, device, driving, display device, method"
1415,"communication, terminal, method, communication terminal, device"
1416,"lane, method, road, road lane, apparatus"
1417,"vehicle, information, method, providing, data"
1418,"drive, vehicle, method, unit, vehicle drive"
1419,"speed, control, speed control, vehicle, vehicle speed"
1420,"vehicle, driving, assistance, method, assist"
1421,"impedance, high, frequency, matching, high frequency"
1422,"conference, method, web, management, management method"
1423,"reservoir, method, methods, systems, modeling"
1428,"food, apparatus, method, device, preparation"
1429,"wireless, transfer, power, wireless power, energy"
1430,"method, coupon, coupons, reward, program"
1432,"metal, complexes, use, metal complexes, complex"
1433,"depth, method, image, apparatus, using"
1435,"access, random, random access, method, communication"
1438,"memory, error, correction, detection, method"
1439,"defibrillator, defibrillation, method, external, defibrillators"
1440,"disposal, waste, waste disposal, medical, medical waste"
1441,"registration, image, method, image registration, images"
1442,"imaging, device, imaging device, methods, method"
1443,"neutron, detector, neutron detector, method, detection"
1445,"playlist, method, playlists, apparatus, media"
1446,"platelet, method, short, plasma, rich"
1447,"image, method, search, image search, images"
1448,"dynamic, range, dynamic range, method, image"
1451,"developer, image, image forming, forming, forming apparatus"
1452,"apparatus, image forming, image, forming, forming apparatus"
1453,"image, forming, apparatus, image forming, forming apparatus"
1454,"information, apparatus, processing, information processing, processing apparatus"
1455,"botulinum, toxin, botulinum toxin, neurotoxin, compositions"
1456,"gasification, systems, coal, process, method"
1457,"policy, method, policies, management, systems"
1458,"hydrocarbon, producing, hydrocarbons, process, heavy"
1459,"optimization, method, problems, linear, objective"
1460,"social, network, social network, method, information"
1461,"retransmission, method, data, apparatus, data retransmission"
1463,"content, privacy, protection, apparatus, systems"
1464,"method, playback, apparatus, multimedia, playing"
1465,"deduplication, data, method, storage, duplication"
1466,"web, method, page, web page, pages"
1467,"video, method, apparatus, transmitting, transmission"
1468,"method, gene, methods, analysis, genetic"
1469,"microrna, methods, micrornas, molecules, mirna"
1470,"security, systems, method, computer, methods"
1471,"identity, verification, identity verification, method, management"
1472,"cell, method, communication, wireless, apparatus"
1474,"power, uplink, control, power control, uplink power"
1475,"beamforming, method, transmit, apparatus, method beamforming"
1476,"methods, compositions, immune, compositions methods, method"
1477,"uplink, method, communication, channel, apparatus"
1478,"method, wireless, radio, apparatus, resource"
1481,"wheat, wheat variety, variety, plants, seeds common"
1483,"tire, rubber, composition, rubber composition, pneumatic"
1486,"screening, method, screening screening, screening machine, applicant screening"
1488,"construction, machine, construction machine, machine construction, particular"
1489,"nfc, device, communications, field, near field"
1490,"liquid, ejecting, apparatus, ejection, ejecting apparatus"
1492,"cartridge, method, cartridge cartridge, cartridges, process cartridge"
1493,"inkjet, inkjet recording, recording, recording apparatus, apparatus"
1494,"ion, implantation, ion implantation, method, apparatus"
1495,"mobile, device, device mobile, mobile electronic, electronic"
1496,"anomaly, detection, anomaly detection, detecting, systems"
1498,"ultrasound, apparatus, method, ultrasonic, imaging"
1500,"brake, hydraulic, hydraulic brake, vehicle, pressure"
1501,"brake, disc, disk, disc brake, disk brake"
1502,"reality, augmented, augmented reality, method, apparatus"
1504,"layout, method, layouts, based, software"
1505,"communication, communications, communications communication, communication communication, communications communications"
1506,"armor, ballistic, shield, ballistic shield, lightweight"
1507,"image, display, apparatus, image display, method"
1509,"blood, extracorporeal, extracorporeal blood, treatment, blood treatment"
1511,"calcium, carbonate, calcium carbonate, process, method"
1512,"power, module, power module, module power, supply"
1514,"touch, panel, touch panel, panel touch, method"
1516,"touch, panel, display, display device, device"
1517,"touch, method, apparatus, method apparatus, detection"
1518,"checkpointing, checkpoint, method, memory, providing"
1519,"steering, device, vehicle, apparatus, steering apparatus"
1520,"flow, cytometer, cytometry, flow cytometer, method"
1521,"debris, debris removal, removal, method, apparatus"
1522,"package, structure, method, package structure, package package"
1523,"scaffold, scaffolds, tissue, method, thereof"
1524,"vehicle, electric, electric vehicle, vehicle electric, equipment"
1525,"biological, apparatus, sample, method, biological sample"
1526,"medicament, delivery, medicament delivery, device, methods"
1527,"guide, program, program guide, electronic, method"
1528,"hose, fitting, method, hose fitting, low"
1529,"bicycle, device, device bicycle, control, power"
1530,"nozzle, fuel, fuel nozzle, nozzle fuel, assembly"
1531,"alert, alerts, method, systems, generating"
1532,"tenant, multi, multi tenant, database, method"
1533,"semiconductor, light, light emitting, semiconductor light, emitting"
1535,"device, light, display, source, light source"
1537,"heart, heart failure, failure, treating, methods"
1538,"gate, circuit, driver, gate driver, driving"
1539,"illumination, apparatus, device, method, illumination apparatus"
1540,"power, power conversion, conversion, apparatus, conversion apparatus"
1541,"fiber, optical, optical fiber, method, multimode"
1543,"ramp, ramp ramp, assembly, ramp assembly, method"
1544,"cup, holder, cup holder, assembly, holder cup"
1545,"correction, error, error correction, method, encoding"
1546,"data, data center, center, method, centers"
1547,"menu, method, menus, user, device"
1548,"information, display, information display, method, apparatus"
1549,"display, head, mounted, mounted display, head mounted"
1550,"collision, avoidance, collision avoidance, vehicle, method"
1551,"terminal, method, device, control, terminal method"
1552,"mobile, terminal, method, communication, mobile communication"
1553,"test, circuit, method, testing, apparatus"
1554,"pixel, structure, pixel structure, method, structure pixel"
1555,"force, sensor, sensing, method, force sensor"
1557,"resin, photosensitive, composition, photosensitive resin, resin composition"
1558,"hemostatic, hemostasis, methods, compositions, devices"
1559,"suture, method, sutures, suturing, barbed"
1560,"pacing, cardiac, method, ventricular, methods"
1561,"transparent, conductive, film, conductive film, transparent conductive"
1562,"audience, measurement, audience measurement, method, apparatus"
1564,"lignocellulosic, biomass, process, material, lignocellulosic biomass"
1565,"secure, method, transactions, electronic, transaction"
1567,"microphone, mems, mems microphone, method, packaging"
1569,"bluetooth, method, pairing, device, wireless"
1571,"cooling, liquid, device, method, cooling device"
1573,"semiconductor, die, semiconductor die, method, semiconductor device"
1574,"turbine, blade, turbine blade, method, gas turbine"
1575,"wind, turbine, wind turbine, method, generator"
1577,"cell, culture, cell culture, method, methods"
1578,"proximity, sensor, proximity sensor, sensor proximity, device"
1581,"object, detection, object detection, method, detecting"
1582,"contact, center, contact center, method, management"
1583,"production, yeast, fatty, using, acids"
1584,"migration, data, data migration, method, migration data"
1585,"register, registers, method, instruction, processor"
1586,"tetrafluoropropene, process, chloro, producing, trifluoropropene"
1587,"sulfur, method, gas, sulfide, removal"
1588,"influenza, virus, influenza virus, thereof, method"
1589,"storage, virtual, method, virtualization, disk"
1590,"storage, apparatus, storage apparatus, control, method"
1591,"privacy, data, preserving, privacy preserving, method"
1592,"congestion, network, method, congestion management, management"
1593,"reference, method, signal, reference signal, communication"
1595,"diversity, method, wireless, transmit, transmit diversity"
1596,"terminal, antenna, mobile, portable, mobile terminal"
1597,"vehicle, work, work vehicle, vehicle work, working"
1600,"electronic, electronic component, component, component electronic, device electronic"
1601,"smoke, detector, smoke detector, detection, sensor"
1602,"liquid crystal, crystal, liquid, lens, crystal lens"
1603,"avalanche, photodiode, avalanche photodiode, method, diode"
1604,"apparatus, paper, sheet, conveying, printing"
1606,"fall, detection, protection, method, fall detection"
1607,"closed, captioning, closed captioning, method, caption"
1609,"vibrator, linear vibrator, linear, having, vibrator vibrator"
1611,"apparatus, methods, method, associated methods, apparatus associated"
1612,"metamaterial, antenna, structures, electromagnetic, metamaterials"
1613,"projection, exposure, projection exposure, exposure apparatus, apparatus"
1614,"method, emotion, affective, user, response"
1616,"transfer, apparatus, method, transfer apparatus, intermediate transfer"
1617,"battery, separator, secondary, secondary battery, non"
1618,"washing, machine, washing machine, machine washing, washable mouse"
1619,"posture, method, therapy, apparatus, patient"
1620,"crimping, terminal, crimp, tool, crimping tool"
1621,"bar, bus bar, bus, busbar, assembly"
1622,"harness, wire, wire harness, wiring, method"
1623,"touch, panel, method, touch panel, manufacturing"
1626,"tissue, methods, method, samples, systems"
1627,"thrust, nacelle, reverser, thrust reverser, engine"
1629,"imaging, lens, imaging lens, lens imaging, image"
1630,"light, visible light, visible, communication, light communication"
1631,"light, sensor, ambient light, ambient, method"
1633,"luminaire, led, lighting, luminaires, illumination"
1634,"power, contactless, contactless power, device, method"
1635,"transport, transport apparatus, apparatus, method, apparatus transport"
1636,"sleeve, method, retainer, retaining, apparatus"
1639,"encoder, method, method encoder, encoder decoder, decoder"
1640,"valve, timing, valve timing, control, timing control"
1642,"subsea, apparatus, methods, method, control"
1643,"crosstalk, method, cancellation, crosstalk cancellation, apparatus"
1644,"workpiece, apparatus, method, workpieces, path"
1645,"gear, planetary, planetary gear, transmission, multi"
1646,"hyperspectral, imaging, multispectral, method, hyperspectral imaging"
1647,"rope, tensioner, method, tension, device"
1648,"transmission, method, apparatus, transmission apparatus, apparatus transmission"
1649,"domain, method, dns, systems, resolution"
1650,"heat, pipe, heat pipe, method, loop"
1651,"whitening, tooth, teeth, compositions, method"
1652,"energy, harvesting, energy harvesting, method, apparatus"
1653,"plasma, etching, plasma etching, method, etching method"
1654,"mobility, high, electron, high electron, electron mobility"
1655,"sheath, method, expandable, use, access"
1656,"extrusion, method, apparatus, head, device"
1657,"neural, synaptic, neuromorphic, network, method"
1658,"intervertebral, disc, implant, intervertebral disc, intervertebral implant"
1659,"pelvic, methods, method, prolapse, treating"
1660,"memory, virtual, machine, virtual machine, method"
1661,"vehicle, rail, rail vehicle, control, method"
1663,"display, flexible, flexible display, device, display device"
1664,"prosthesis, prosthetic, methods, prosthesis prosthesis, method"
1665,"finfet, method, methods, fin, heights"
1666,"dimensional, method, using, generating, model"
1667,"display, dimensional, image, method, 3d"
1668,"semiconductor, device, semiconductor device, stacked, stacked semiconductor"
1669,"semiconductor, oxide, oxide semiconductor, semiconductor device, device"
1670,"beacon, method, apparatus, power, device"
1672,"current, sensor, current sensor, sensor current, method"
1673,"tank, method, storage, storage tank, containment"
1674,"condenser, condensation, liquid, method, air"
1676,"transistor, method, manufacturing, method manufacturing, manufacturing transistor"
1677,"oil, recovery, method, oil recovery, spill"
1678,"exhaust, gas, exhaust gas, device, method"
1679,"fuel, method, saving, fuel saving, device"
1680,"power, method, control, energy, methods"
1681,"fuel, composition, fuel composition, compositions, fuel compositions"
1682,"vehicle, electric, control, electric vehicle, method"
1683,"lignin, derivatives, producing, process, native"
1684,"airfoil, aerofoil, method, assembly, airfoils"
1685,"phased, phased array, array, antenna, array antenna"
1686,"engine, cooling, engine cooling, combustion engine, combustion"
1687,"heat, pump, heat pump, pump heat, method"
1688,"transmitting, method, control, device, information"
1689,"liver, treating, methods, fatty, fatty liver"
1690,"probiotic, lactobacillus, use, strains, composition"
1691,"pest, control, pest control, method, composition"
1696,"method, producing, glycosylated, galactosidase, proteins"
1697,"virtual, virtual machines, machines, method, security"
1698,"network, virtual, virtual network, method, interface"
1700,"cells, cell, methods, method, using"
1701,"cloud, computing, cloud computing, method, based"
1702,"solid state, solid, state, drive, state drive"
1703,"frequency, phase, synthesizer, frequency synthesizer, method"
1704,"receiver, signal, transmitter, transmitting, receiving"
1705,"memory, semiconductor, device, semiconductor memory, memory device"
1706,"memory, resistive, resistance, resistive memory, variable"
1707,"compounds, heterocyclic, heterocyclic compounds, uses, compounds uses"
1708,"automatic repeat, repeat, repeat request, automatic, request"
1709,"process, acid, carboxylic, acids, producing"
1710,"carrier, aggregation, carrier aggregation, method, mobile"
1711,"wireless, method, communication, wireless communication, apparatus"
1712,"radio, method, network, resource, radio resource"
1713,"laser, probe, laser probe, steerable, steerable laser"
1714,"electronic, cigarette, electronic cigarette, device, cigarette electronic"
1715,"vehicle, straddle, type, type vehicle, straddle type"
1716,"method, tire, pressure, device, vehicle"
1717,"turf, synthetic, artificial, method, artificial turf"
1718,"method, substrate, recording, processing, manufacturing"
1719,"shovel, shovel shovel, control, method, method controlling"
1720,"analyzer, automatic analyzer, automatic, method, analyzer automatic"
1721,"photoacoustic, apparatus, imaging, methods, photoacoustic imaging"
1722,"fuel, fuel cell, cell, method, apparatus"
1724,"printing, dimensional, method, flexographic, apparatus"
1725,"hall, sensor, hall effect, effect, hall sensor"
1726,"reel, fishing, fishing reel, spinning, spinning reel"
1727,"wearable, device, bracelet, watch, wearable computing"
1728,"nanopore, sequencing, using, nanopore sequencing, device"
1729,"club, golf, golf club, adjustable, assembly"
1730,"leash, harness, pet, retractable, animal"
1731,"information, terminal, processing, information processing, method"
1732,"suppressor, firearm, firearm suppressor, suppressor firearm, silencer"
1733,"panel, display, display panel, panel display, screen panel"
1734,"bluetooth, method, apparatus, communication, low"
1735,"automation, method, industrial, industrial automation, control"
1736,"blower, apparatus, air, blower apparatus, method"
1737,"drawing, method, sketch, apparatus, drawing method"
1739,"specimen, method, apparatus, apparatus specimen, analyzing"
1740,"diverter, flow, flow diverter, using, method"
1741,"toner, toner toner, yellow, yellow toner, tones"
1742,"method, articles, article, making, manufacturing"
1743,"gear, transmission, planetary, planetary gear, train"
1744,"treatment, device, method, treatment device, therapy"
1745,"microwave, heating, microwave heating, apparatus, heating apparatus"
1746,"m2m, method, device, bearer, communication"
1748,"device, case, electronic, electronic device, cover"
1749,"thrust, propulsion, reverser, thrust reverser, method"
1750,"light, light emitting, emitting, module, emitting module"
1752,"suture, anchor, suture anchor, knotless, knotless suture"
1753,"led, circuit, dimming, led driver, driver"
1754,"rotary, machine, device, rotary machine, machine rotary"
1756,"vapor, fuel, method, fuel vapor, device"
1757,"landing, landing gear, gear, aircraft, aircraft landing"
1758,"carbon, fiber, carbon fiber, method, fibers"
1760,"seat, child, safety, safety seat, child safety"
1762,"aircraft, method, device, trajectory, flight"
1763,"substrate, component, electronic, built, method"
1764,"substrate, processing, substrate processing, processing apparatus, apparatus"
1767,"tunneling, field effect, effect, field, transistor"
1768,"data, data center, center, cooling, center cooling"
1769,"machine, electric, electric machine, electrical, machine electric"
1770,"motor, apparatus, control, motor control, controlling"
1771,"injection, molding, injection molding, apparatus, method"
1772,"gate, display, circuit, driving, device"
1773,"location, method, device, mobile, information"
1775,"electrophotographic, process, apparatus, cartridge, member"
1778,"handwriting, input, method, handwriting input, device"
1779,"subscriber, subscriber identity, identity, module, identity module"
1780,"fusion, proteins, fusion proteins, protein, fusion protein"
1781,"il, antibodies, anti, binding, receptor"
1782,"antibodies, thereof, methods, uses, anti"
1783,"power, supply, uninterruptible power, uninterruptible, power supply"
1784,"receptor, modulators, derivatives, sphingosine, phosphate"
1785,"vulnerabilities, vulnerability, computer, applications, security"
1786,"interference, method, wireless, interference cancellation, communication"
1787,"mobile, security, device, secure, mobile device"
1788,"synchronization, method, apparatus, method apparatus, wireless"
1789,"question, answering, question answering, answer, question answer"
1790,"method, tunnel, network, ipv6, apparatus"
1791,"language, natural language, natural, method, processing"
1792,"software, defined, software defined, network, sdn"
1794,"broadcast, signals, broadcast signals, apparatus, receiving"
1795,"image, optical, optical image, image capturing, capturing"
1796,"injector, auto injector, auto, injector auto, end"
1798,"inbred, line, corn, inbred corn, corn line"
1799,"tire, pressure, tire pressure, method, wheel"
1801,"liquid, head, ejecting, liquid ejecting, method"
1804,"numerical, control, numerical control, device, control device"
1806,"memory, magnetic, magnetic memory, method, device"
1807,"container, cosmetic, cosmetic container, container cosmetic, cosmetics"
1808,"tape, data, storage, method, tape drive"
1810,"display, panel, device, display panel, panel display"
1811,"telemetry, method, systems, power, apparatus"
1812,"glazing, insulating, method, insulating glazing, unit"
1814,"display, foldable, foldable display, device, method"
1816,"overlay, method, metrology, measurement, apparatus"
1817,"display, eye, near eye, near, eye display"
1818,"hygiene, hand, method, hand hygiene, device"
1819,"conduit, conduit conduit, method, conduit fitting, fitting"
1820,"aircraft, power, method, electrical, supply"
1821,"oral, oral care, care, implement, care implement"
1823,"ink, recording, inkjet, inkjet recording, method"
1826,"touch, method, device, apparatus, sensing"
1829,"head, headgear, neck, support, headwear"
1830,"additive, manufacturing, additive manufacturing, method, using"
1831,"robot, cleaner, robot cleaner, method, controlling"
1832,"power, power headroom, headroom, method, reporting"
1833,"shaft, seal, sealing, shaft seal, rotary"
1834,"d2d, device, communication, method, d2d communication"
1836,"methods, molecules, pcr, method, detection"
1837,"electronic, component, electronic component, method, manufacturing"
1838,"semiconductor, circuit, integrated, integrated circuit, semiconductor integrated"
1839,"asset, management, asset management, information, method"
1840,"assembly, method, assembly method, assembly assembly, access"
1841,"panel, method, floor, panels, manufacturing"
1842,"holster, holster holster, handgun, device, handgun holster"
1843,"food, cutting, slicing, slicer, apparatus"
1844,"tray, tray table, table, tray tray, having"
1845,"powertrain, vehicle, method, drivetrain, vehicle powertrain"
1846,"transparent, display, transparent display, device, display device"
1848,"display, curved, curved display, device, apparatus"
1849,"delivery, nanoparticles, nanoparticle, cancer, targeted"
1850,"molecular, sieve, molecular sieve, method, synthesis"
1851,"device, methods, thrombectomy, embolization, filter"
1852,"disinfection, disinfecting, method, device, systems"
1853,"vehicle, control, vehicle control, control vehicle, method"
1855,"tools, earth boring, boring, earth, boring tools"
1857,"switch, frequency, radio, radio frequency, rf"
1858,"battery, assembly, structure, pack, battery pack"
1860,"wireless, charging, wireless charging, device, apparatus"
1861,"charging, vehicle, method, device, battery"
1863,"light, light emitting, emitting, element, emitting element"
1864,"flow, redox, redox flow, battery, flow battery"
1867,"deposition, film, method, film deposition, apparatus"
1868,"semiconductor, fin, semiconductor device, device, structure"
1869,"information, processing, information processing, medium, apparatus"
1870,"winding, device, winding device, method, machine"
1874,"power, converter, power converter, converter power, thereof"
1875,"blow, molding, blow molding, machine, method"
1876,"data, sensor, sensor data, processing, systems"
1877,"radiation, detector, method, radiation detector, detection"
1878,"reception, discontinuous, discontinuous reception, method, wireless"
1879,"camera, method, operation, camera method, method controlling"
1880,"liposome, method, liposomal, thereof, preparation"
1881,"methods, infections, bacterial, method, treatment"
1884,"power, supply, power supply, device, supply device"
1885,"ear, earphone, device, headphone, assembly"
1887,"branch, prediction, branch prediction, instruction, control"
1890,"memory, dimensional, device, memory device, semiconductor"
1891,"structure, semiconductor, semiconductor structure, thereof, thereof semiconductor"
1892,"unclonable, function, physically unclonable, physically, unclonable function"
1894,"light, organic, light emitting, emitting, display"
1895,"microneedle, array, device, microneedle array, microneedle device"
1896,"tonneau, tonneau cover, cover, clamp, trunk"
1897,"controller, game, game controller, controller game, flexible bridge"
1898,"lens, imaging, imaging lens, lens imaging, freeform"
1899,"cigarette, electronic cigarette, electronic, atomizer, assembly"
1900,"motor, vibration, vibration motor, motor vibration, linear"
1901,"end, end effector, effector, robotic, effector robotic"
1902,"egg, method, eggs, device, methods"
1903,"ultrasonic, surgical, ultrasonic surgical, instrument, surgical instrument"
1906,"circuit, goa, display, goa circuit, device"
1907,"bioreactor, use, bioreactors, methods, method"
1908,"laundry, apparatus, treating, treating apparatus, laundry treating"
1913,"ultraviolet, disinfection, disinfecting, light, uv"
1914,"evacuation, apparatus, emergency, device, notification"
1915,"analysis, method, device, analysis method, analysis device"
1916,"boron, nitride, boron nitride, method, containing"
1917,"bra, support, breast, cup, garment"
1918,"apparatus, cleaning, cleaning apparatus, surface cleaning, surface"
1919,"method, manufacturing, structure, structural, structural element"
1920,"tube, led, led tube, lamp, tube lamp"
1921,"lidar, detection, method, ranging, lidar method"
1922,"dimming, dimmer, control, dimming control, power"
1923,"device, method, treatment, fistula, aneurysm"
1924,"dental, method, manufacturing, restoration, model"
1925,"camera, lens, camera lens, lens camera, synthetic"
1926,"arc, detection, electrical, arc detection, device"
1927,"power, inductive, inductive power, transfer, power transfer"
1928,"power supply, power, supply, supply power, electrical"
1929,"subscription, method, management, method apparatus, apparatus"
1930,"oral, oral care, care, compositions, care compositions"
1931,"flow, thermal, sensor, thermal flow, meter"
1932,"slurry, method, methods, slurries, systems"
1934,"vapor, vaporizer, vaporization, method, device"
1935,"tool, holder, tool holder, hand, holder tool"
1936,"wellbore, method, methods, apparatus, method completing"
1937,"drilling, method, directional, directional drilling, drill"
1939,"secondary, lithium, secondary battery, battery, battery lithium"
1940,"electrochemical, cell, electrochemical cell, cells, electrochemical cells"
1941,"amoled, pixel, driving, displays, amoled displays"
1943,"aerogel, aerogels, method, silica, silica aerogel"
1944,"control, aircraft, method, flight, flight control"
1945,"virtual, reality, virtual reality, method, objects"
1946,"terminal, method, apparatus, user, portable"
1947,"transdermal, delivery, therapeutic, patch, drug"
1948,"travel, vehicle, control, travel control, vehicle travel"
1949,"propeller, pitch, blade, propellers, method"
1950,"vehicle, alert, notification, method, warning"
1951,"sim, method, m2m, device, network"
1953,"home, automation, home automation, smart, smart home"
1954,"fibrous, structures, material, fibrous structures, fibrous material"
1955,"lid, container, container lid, lid container, containers"
1957,"metal, organic, metal organic, organic frameworks, frameworks"
1958,"detection, method, device, detection device, detection method"
1959,"acoustic, resonator, acoustic resonator, wave, acoustic wave"
1960,"steel, oriented, sheet, oriented electrical, electrical"
1961,"fan, flow, device, flow fan, fan fan"
1962,"proxy, service, method, internet, based"
1963,"airflow, method, control, air, device"
1964,"method, route, apparatus, travel, planning"
1965,"profile, user, method, user profile, information"
1967,"tau, methods, antibodies, taurine, process"
1968,"calibration, camera, method, camera calibration, calibrating"
1969,"quantity, sensor, physical quantity, physical, electronic"
1971,"panoramic, image, panoramic image, method, images"
1972,"ammonia, method, exhaust, systems, liquid"
1973,"memristor, memristive, method, memristors, using"
1974,"methods, virus, vaccine, thereof, uses"
1975,"conversational, conversation, agent, systems, conversational agent"
1977,"coverage, method, wireless, communication, networks"
1978,"wave, millimeter, millimeter wave, method, device"
1979,"cell, method, apparatus, wireless, communication"
1980,"virtual, virtual machine, machine, recovery, snapshots"
1982,"prediction, method, intra, intra prediction, apparatus"
1983,"virtual, virtual machine, machine, migration, machine migration"
1984,"spectrum, lte, unlicensed, sharing, spectrum sharing"
1985,"display, display apparatus, apparatus, apparatus display, prism module"
1987,"perovskite, methods, device, layer, cell"
1988,"polar, method, code, polar code, codes"
1989,"wheat, variety, wheat variety, wheat cultivar, cultivar"
1990,"laser, welding, laser welding, method, method laser"
1993,"semiconductor, module, semiconductor module, module semiconductor, device"
1994,"abnormality, method, detection, abnormality detection, device"
1995,"magnetic, tape, magnetic tape, method, manufacturing"
1996,"wave, elastic, elastic wave, device, wave device"
1998,"sleep, method, device, methods, monitoring"
1999,"guided, wave, surface, methods, guided surface"
2001,"gimbal, gimbal assembly, device, gimbal gimbal, assembly"
2002,"winch, winch winch, method, vehicle, device"
2003,"display, array, array substrate, substrate, method"
2006,"weather, method, data, methods, systems"
2007,"memory, operating, method, thereof, method thereof"
2008,"displacement, measuring, sensor, method, displacement sensor"
2009,"ray, tracing, ray tracing, method, apparatus"
2011,"resistor, method, manufacturing, chip, element"
2012,"pen, ballpoint pen, electronic, ballpoint, tip"
2013,"bicycle, control, bicycle control, device, motor"
2014,"robot, arm, device, robot arm, arm robot"
2015,"weighing, weight, device, scale, device weighing"
2016,"iris, method, recognition, iris recognition, image"
2017,"rehabilitation, apparatus, training, methods, muscle"
2018,"container, containers, security, software, method"
2020,"battery, electrolyte, nonaqueous, secondary, nonaqueous electrolyte"
2021,"device, vehicle, occupant, protection, protection device"
