cluster_id,auto_label,last_log_count,extrapolated_growth_5yr,last_date
404,"emitting, light, light emitting, semiconductor, semiconductor light",0.0,0.0,2025-10-01
406,"flashlight, device, having, miniature, flashlight flashlight",0.0,0.0,2025-10-01
409,"sensor, image, image sensor, method, cmos",0.0,0.0,2025-10-01
370,"cartridge, tape, tape cartridge, magnetic, storage",0.0,0.0,2025-10-01
355,"acceleration, sensor, acceleration sensor, method, sensor acceleration",0.0,0.0,2025-10-01
2002,"winch, winch winch, method, vehicle, device",0.0,0.0,2025-10-01
417,"optical, scanner, image, scanning, method",0.0,0.0,2025-10-01
377,"seed, method, apparatus, growing, plant",0.0,0.0,2025-10-01
368,"oil, method, apparatus, method apparatus, monitoring",0.0,0.0,2025-10-01
369,"cartridge, disk, disk cartridge, disc, disc cartridge",0.0,0.0,2025-10-01
372,"image, forming, image forming, apparatus, forming apparatus",0.0,0.0,2025-10-01
375,"electrophotographic, apparatus, process, image, forming",0.0,0.0,2025-10-01
376,"glass, method, sheet, manufacturing, making",0.0,0.0,2025-10-01
1511,"calcium, carbonate, calcium carbonate, process, method",0.0,0.0,2025-10-01
1514,"touch, panel, touch panel, panel touch, method",0.0,0.0,2025-10-01
1179,"array, substrate, array substrate, method, tft",0.0,0.0,2025-10-01
1181,"medical, coating, medical device, device, devices",0.0,0.0,2025-10-01
356,"sensor, angular, method, rotational, rotation",0.0,0.0,2025-10-01
2007,"memory, operating, method, thereof, method thereof",0.0,0.0,2025-10-01
327,"bumper, vehicle, bumper beam, beam, vehicle bumper",0.0,0.0,2025-10-01
329,"rack, shelf, mounting, display, cabinet",0.0,0.0,2025-10-01
2022,"sprocket, bicycle, bicycle sprocket, assembly, sprocket assembly",0.0,0.0,2025-10-01
2011,"resistor, method, manufacturing, chip, element",0.0,0.0,2025-10-01
341,"trailer, hitch, trailer hitch, device, assembly",0.0,0.0,2025-10-01
1210,"substrate, cleaning, method, apparatus, substrate cleaning",0.0,0.0,2025-10-01
1211,"screw, bone, bone screw, pedicle screw, pedicle",0.0,0.0,2025-10-01
1203,"data, records, banking, bearing records, bearing",0.0,0.0,2025-10-01
1207,"shake, apparatus, device, image, method",0.0,0.0,2025-10-01
1167,"bandwidth, network, method, traffic, congestion",0.0,0.0,2025-10-01
1209,"wing, aircraft, main wing, flap, main",0.0,0.0,2025-10-01
1159,"derivatives, substituted, piperidine, antagonists, piperazine",0.0,0.0,2025-10-01
1222,"cutting, tool, cutting tool, coated, coated cutting",0.0,0.0,2025-10-01
1223,"rope, tensioner, tensioning, device, tensioning device",0.0,0.0,2025-10-01
1224,"lamp, led, led lamp, lamp led, street lamp",0.0,0.0,2025-10-01
1225,"led, driver, led driver, circuit, current",0.0,0.0,2025-10-01
1229,"particulate, filter, diesel, particulate filter, diesel particulate",0.0,0.0,2025-10-01
1178,"power, generator, hydro, generation, generating",0.0,0.0,2025-10-01
1160,"memory, resistance, device, resistive, memory device",0.0,0.0,2025-10-01
1161,"query, database, method, database query, join",0.0,0.0,2025-10-01
1162,"web, service, services, web services, method",0.0,0.0,2025-10-01
1208,"paper, papermaking, method, producing, process",0.0,0.0,2025-10-01
651,"resin, resin composition, composition, thermoplastic, compositions",4.127,-0.005,2025-10-01
1464,"method, playback, apparatus, multimedia, playing",2.639,-0.031,2025-10-01
1023,"image, capturing, image capturing, apparatus, method",3.932,-0.064,2025-10-01
1121,"photoelectric, conversion, photoelectric conversion, device, method",3.555,-0.075,2025-10-01
1526,"medicament, delivery, medicament delivery, device, methods",2.996,-0.077,2025-10-01
2345,"resin, board, resin composition, composition, printed",1.609,-0.085,2025-10-01
1031,"audio, coding, signal, method, audio signal",2.773,-0.103,2025-10-01
1683,"lignin, derivatives, producing, process, native",1.792,-0.14,2025-10-01
1979,"cell, method, apparatus, wireless, communication",3.85,-0.157,2025-10-01
1936,"wellbore, method, methods, apparatus, method completing",2.565,-0.216,2025-10-01
1489,"nfc, device, communications, field, near field",3.219,-0.224,2025-10-01
1128,"image, stabilizer, image stabilizer, optical, optical image",1.946,-0.225,2025-10-01
797,"method, assay, assays, throughput, high throughput",2.303,-0.243,2025-10-01
1586,"tetrafluoropropene, process, chloro, producing, trifluoropropene",3.611,-0.255,2025-10-01
2008,"displacement, measuring, sensor, method, displacement sensor",2.303,-0.258,2025-10-01
936,"backup, method, data, data backup, file",3.219,-0.26,2025-10-01
98,"hybrid, vehicle, hybrid vehicle, control, apparatus",3.219,-0.277,2025-10-01
1032,"prodrugs, thereof, uses, uses thereof, compositions",2.398,-0.299,2025-10-01
1333,"headset, wireless, wireless headset, headset wireless, communication",2.197,-0.316,2025-10-01
1880,"liposome, method, liposomal, thereof, preparation",3.091,-0.33,2025-10-01
698,"method, modulation, demodulator, demodulation, circuit",2.398,-0.354,2025-10-01
2352,"polypropylene, composition, polypropylene composition, resin composition, heterophasic polypropylene",1.609,-0.367,2025-10-01
808,"silicone, compositions, silicone composition, silicone compositions, composition",2.89,-0.379,2025-10-01
2170,"motor, electric, electric motor, motor electric, direct",1.946,-0.381,2025-10-01
1403,"quantization, method, vector, adaptive, quantization step",1.386,-0.387,2025-10-01
1077,"ultra, wideband, ultra wideband, communication, method",3.466,-0.4,2025-10-01
723,"connector, connector connector, divided connector, divided, connector divided",3.296,-0.449,2025-10-01
1376,"refrigerator, door, method, refrigerator door, assembly",3.332,-0.473,2025-10-01
933,"replication, method, data, database, file",2.944,-0.479,2025-10-01
190,"acoustic, wave, surface, surface acoustic, device",3.178,-0.491,2025-10-01
2134,"communication, apparatus, communication apparatus, method, storage",3.689,-0.496,2025-10-01
1720,"analyzer, automatic analyzer, automatic, method, analyzer automatic",2.079,-0.52,2025-10-01
1474,"power, uplink, control, power control, uplink power",1.609,-0.52,2025-10-01
963,"axle, assembly, vehicle, driving, axle driving",2.996,-0.551,2025-10-01
129,"ventilation, vent, ventilator, venting, attic",3.689,-0.561,2025-10-01
2376,"adversarial, learning, neural, systems, networks",2.639,-0.562,2025-10-01
2181,"renal, kidney, disease, treating, methods",2.197,-0.566,2025-10-01
975,"nitride, light, gallium, light emitting, emitting",2.197,-0.567,2025-10-01
1978,"wave, millimeter, millimeter wave, method, device",1.792,-0.597,2025-10-01
1867,"deposition, film, method, film deposition, apparatus",3.434,-0.603,2025-10-01
1940,"electrochemical, cell, electrochemical cell, cells, electrochemical cells",2.89,-0.627,2025-10-01
2406,"sintered, method, sintering, component, sintered component",2.398,-0.636,2025-10-01
1115,"rail, sliding, assembly, slide, rail joint",2.89,-0.649,2025-10-01
1035,"terahertz, radiation, terahertz radiation, method, generation",2.833,-0.651,2025-10-01
405,"multicast, method, apparatus, method apparatus, network",3.97,-0.659,2025-10-01
2290,"antenna, module, antenna module, module antenna, device",3.296,-0.66,2025-10-01
952,"module, electronic, method, circuit, modules",2.89,-0.678,2025-10-01
1851,"device, methods, thrombectomy, embolization, filter",1.946,-0.692,2025-10-01
574,"casting, continuous, method, continuous casting, apparatus",4.477,-0.713,2025-10-01
16,"echo, method, echo cancellation, cancellation, echo canceler",2.639,-0.714,2025-10-01
1429,"wireless, transfer, power, wireless power, energy",4.078,-0.715,2025-10-01
1722,"fuel, fuel cell, cell, method, apparatus",4.382,-0.739,2025-10-01
2076,"memory, memory memory, windows memory, windows, storage windows",2.485,-0.744,2025-10-01
733,"rod, connecting, connecting rod, tie rod, tie",1.609,-0.745,2025-10-01
2185,"voltage, method, circuit, detecting, device",1.609,-0.761,2025-10-01
416,"hydrogen, fuel, storage, method, hydrogen storage",4.304,-0.764,2025-10-01
312,"tool, handle, gripper, screw, hand",3.584,-0.769,2025-10-01
1064,"filtration, method, device, water, filtration device",2.398,-0.77,2025-10-01
1059,"card, reader, card reader, ic, ic card",3.296,-0.772,2025-10-01
2327,"display, module, display module, device, module display",3.871,-0.779,2025-10-01
1960,"steel, oriented, sheet, oriented electrical, electrical",3.178,-0.783,2025-10-01
1047,"multiplexer, circuit, speed, data, multiplexer multiplexer",2.197,-0.796,2025-10-01
943,"plants, seeds, plants seeds, variety, corn",2.197,-0.802,2025-10-01
1592,"congestion, network, method, congestion management, management",2.996,-0.812,2025-10-01
472,"ice, apparatus, method, making, ice making",3.135,-0.837,2025-10-01
725,"coupler, directional coupler, directional, method, electric",3.178,-0.85,2025-10-01
696,"plants, plant, gene, transgenic plants, proteins",2.398,-0.877,2025-10-01
2367,"multilayer, electronic, component, electronic component, multilayer electronic",3.258,-0.888,2025-10-01
1553,"test, circuit, method, testing, apparatus",2.708,-0.889,2025-10-01
2363,"ransomware, detection, ransomware detection, method, lateral",2.833,-0.906,2025-10-01
2215,"electronic, apparatus, electronic apparatus, apparatus electronic, device",2.944,-0.908,2025-10-01
222,"outboard, outboard motor, motor, motor outboard, engine",2.197,-0.919,2025-10-01
1839,"asset, management, asset management, information, method",2.639,-0.919,2025-10-01
352,"input, device, input device, computer, user",3.401,-0.92,2025-10-01
867,"heat, heat dissipation, dissipation, dissipating, device",4.19,-0.93,2025-10-01
967,"headrest, seat, vehicle, vehicle headrest, headrest vehicle",2.485,-0.936,2025-10-01
1033,"sram, cell, sram cell, method, having",3.807,-0.942,2025-10-01
717,"network, method, apparatus, method apparatus, communication",5.635,-0.949,2025-10-01
387,"device, animal, pet, restraint, animals",2.996,-0.964,2025-10-01
2145,"blood, flow, blood flow, method, methods",3.135,-0.985,2025-10-01
2190,"crispr, cas, crispr cas, genome, methods",3.091,-0.997,2025-10-01
1989,"wheat, variety, wheat variety, wheat cultivar, cultivar",2.996,-1.0,2025-10-01
674,"information, processing, apparatus, information processing, method",3.714,-1.001,2025-10-01
1052,"fiber, sensor, optic, optical, fiber optic",2.944,-1.014,2025-10-01
1590,"storage, apparatus, storage apparatus, control, method",3.85,-1.016,2025-10-01
21,"integrated, circuit, semiconductor, integrated circuit, semiconductor integrated",2.833,-1.04,2025-10-01
1114,"medical, devices, device, medical device, medical devices",3.332,-1.041,2025-10-01
2328,"patient, apparatus, support, patient support, support apparatus",2.565,-1.045,2025-10-01
1097,"suction, device, cup, suction cup, device suction",2.708,-1.049,2025-10-01
1616,"transfer, apparatus, method, transfer apparatus, intermediate transfer",2.89,-1.05,2025-10-01
1545,"correction, error, error correction, method, encoding",2.639,-1.056,2025-10-01
1685,"phased, phased array, array, antenna, array antenna",2.398,-1.058,2025-10-01
1987,"perovskite, methods, device, layer, cell",3.555,-1.059,2025-10-01
107,"charged, beam, particle, charged particle, particle beam",3.989,-1.074,2025-10-01
1257,"duty, duty cycle, cycle, circuit, correction",2.079,-1.085,2025-10-01
295,"pool, swimming, swimming pool, cleaning, pool cleaning",3.178,-1.092,2025-10-01
344,"bed, mattress, frame, support, mechanism",4.111,-1.1,2025-10-01
1913,"ultraviolet, disinfection, disinfecting, light, uv",2.773,-1.102,2025-10-01
889,"barrier, movable, movable barrier, method, apparatus",3.332,-1.102,2025-10-01
2342,"air, semiconductor, device, semiconductor device, method",2.833,-1.11,2025-10-01
395,"radiation, detector, method, radiation detector, apparatus",2.639,-1.123,2025-10-01
1519,"steering, device, vehicle, apparatus, steering apparatus",5.226,-1.124,2025-10-01
2364,"optical, optical element, driving, element, element driving",2.708,-1.128,2025-10-01
1288,"display, organic, device, electroluminescent, display device",2.833,-1.129,2025-10-01
2331,"spectacle, lens, spectacle lens, method, spectacles",2.485,-1.137,2025-10-01
1944,"control, aircraft, method, flight, flight control",3.135,-1.141,2025-10-01
346,"vehicle, structure, body, frame, reinforcement",4.078,-1.148,2025-10-01
1457,"policy, method, policies, management, systems",2.89,-1.151,2025-10-01
2379,"electromagnetic, method, wave, electromagnetic wave, impedance",2.303,-1.153,2025-10-01
2078,"device, securing, security, securing device, security device",1.946,-1.157,2025-10-01
1481,"wheat, wheat variety, variety, plants, seeds common",2.639,-1.165,2025-10-01
1289,"battery, secondary, secondary battery, battery secondary, method",3.219,-1.166,2025-10-01
320,"cutting, tool, cutting tool, machine, insert",3.761,-1.176,2025-10-01
1053,"image, apparatus, image sensing, sensing, sensing apparatus",1.792,-1.177,2025-10-01
1757,"landing, landing gear, gear, aircraft, aircraft landing",2.773,-1.183,2025-10-01
1716,"method, tire, pressure, device, vehicle",2.485,-1.192,2025-10-01
1917,"bra, support, breast, cup, garment",1.386,-1.234,2025-10-01
912,"phase, phase change, change, memory, change memory",2.565,-1.238,2025-10-01
1748,"device, case, electronic, electronic device, cover",2.833,-1.24,2025-10-01
629,"chip, package, semiconductor, method, manufacturing",3.219,-1.255,2025-10-01
1749,"thrust, propulsion, reverser, thrust reverser, method",1.792,-1.258,2025-10-01
643,"method, gate, transistor, mos, drain",3.892,-1.262,2025-10-01
729,"ball, golf, golf ball, ball golf, distance",3.912,-1.267,2025-10-01
354,"mouse, computer, computer mouse, ergonomic, pad",2.565,-1.279,2025-10-01
1369,"field, near field, near, communication, field communication",2.485,-1.284,2025-10-01
2213,"bitrate, streaming, adaptive, adaptive bitrate, rate",1.386,-1.287,2025-10-01
1891,"structure, semiconductor, semiconductor structure, thereof, thereof semiconductor",3.892,-1.295,2025-10-01
586,"protection, device, voltage, circuit, overcurrent",3.367,-1.306,2025-10-01
266,"cassette, tape, tape cassette, drive, apparatus",2.639,-1.309,2025-10-01
2012,"pen, ballpoint pen, electronic, ballpoint, tip",1.386,-1.311,2025-10-01
24,"hood, vehicle hood, vehicle, apparatus, protection",2.303,-1.315,2025-10-01
1780,"fusion, proteins, fusion proteins, protein, fusion protein",2.485,-1.342,2025-10-01
2369,"vehicle, human, powered, powered vehicle, human powered",2.89,-1.348,2025-10-01
599,"signal, apparatus, processing, signal processing, method",3.829,-1.359,2025-10-01
1134,"semiconductor, power, device, semiconductor device, power semiconductor",3.045,-1.365,2025-10-01
1772,"gate, display, circuit, driving, device",3.401,-1.367,2025-10-01
2334,"battery, vehicle, cell, vehicle battery, battery cell",4.963,-1.368,2025-10-01
419,"lamp, assembly, structure, lamp structure, lamp assembly",3.97,-1.371,2025-10-01
1164,"communication, method, apparatus, communication apparatus, communication method",4.078,-1.371,2025-10-01
735,"baler, round, round baler, large, chamber",2.833,-1.377,2025-10-01
1968,"calibration, camera, method, camera calibration, calibrating",3.135,-1.379,2025-10-01
366,"odor, method, fragrance, scent, process",3.611,-1.381,2025-10-01
2414,"reinforcement, learning, reinforcement learning, using, deep",2.708,-1.382,2025-10-01
1,"semiconductor, device, semiconductor device, method, device semiconductor",5.198,-1.383,2025-10-01
1668,"semiconductor, device, semiconductor device, stacked, stacked semiconductor",1.792,-1.388,2025-10-01
2365,"digital, twin, digital twin, model, industrial",2.996,-1.39,2025-10-01
212,"electrostatic, discharge, electrostatic discharge, protection, discharge protection",3.664,-1.391,2025-10-01
2242,"road, method, surface, road surface, information",3.258,-1.393,2025-10-01
1581,"object, detection, object detection, method, detecting",4.174,-1.4,2025-10-01
942,"variety, soybean variety, soybean, variety xb10l04, variety 94m41",3.219,-1.405,2025-10-01
418,"apparatus, corneal, ophthalmic, method, ophthalmology",4.443,-1.406,2025-10-01
1656,"extrusion, method, apparatus, head, device",2.303,-1.417,2025-10-01
1869,"information, processing, information processing, medium, apparatus",3.689,-1.423,2025-10-01
1468,"method, gene, methods, analysis, genetic",2.833,-1.425,2025-10-01
2311,"pump, blood, blood pump, pump blood, heart",2.303,-1.43,2025-10-01
193,"loudspeaker, speaker, loudspeakers, loudspeaker loudspeaker, device",3.738,-1.437,2025-10-01
982,"hydrogels, hydrogel, degradable, crosslinked, microgel",3.638,-1.439,2025-10-01
1764,"substrate, processing, substrate processing, processing apparatus, apparatus",3.178,-1.443,2025-10-01
2035,"propulsion, method, aircraft, thrust, vehicle",3.296,-1.45,2025-10-01
255,"ablation, apparatus, device, electrode, ablation device",3.584,-1.451,2025-10-01
1049,"dishwasher, method, dishwasher dishwasher, washing, machine",3.611,-1.453,2025-10-01
373,"microorganisms, method, detection, detecting, rapid",3.045,-1.456,2025-10-01
487,"emulsion, oil, water, composition, cosmetic",3.091,-1.457,2025-10-01
2093,"speaker, speaker speaker, sports speaker, universal speaker, sports",2.303,-1.459,2025-10-01
1509,"blood, extracorporeal, extracorporeal blood, treatment, blood treatment",3.258,-1.463,2025-10-01
1113,"wall, panel, method, structure, forming",3.178,-1.465,2025-10-01
2063,"methods, fertility, sperm, tissue, male",2.197,-1.472,2025-10-01
1248,"carbon, dioxide, carbon dioxide, method, apparatus",4.043,-1.488,2025-10-01
724,"semiconductor, integrated, circuit, semiconductor integrated, integrated circuit",3.332,-1.495,2025-10-01
2120,"semiconductor, structure, method, semiconductor structure, forming",3.219,-1.495,2025-10-01
2400,"semiconductor, method, method fabricating, semiconductor device, fabricating semiconductor",3.912,-1.502,2025-10-01
105,"photoresist, method, composition, photoresist composition, positive",2.708,-1.505,2025-10-01
2141,"dehumidifier, dehumidification, device, method, portable",1.946,-1.512,2025-10-01
1172,"device, communication, communication device, device communication, electric",2.485,-1.514,2025-10-01
1712,"radio, method, network, resource, radio resource",4.248,-1.523,2025-10-01
1711,"wireless, method, communication, wireless communication, apparatus",4.025,-1.534,2025-10-01
1157,"method, performance, code, analysis, program",3.296,-1.535,2025-10-01
1387,"litter, litter box, box, animal, animal litter",2.079,-1.547,2025-10-01
748,"tire, pressure, apparatus, vehicle, method",3.258,-1.561,2025-10-01
2275,"milk, dairy, method, producing, methods",2.773,-1.57,2025-10-01
1406,"attachment, assembly, bar, assembly attachment, attachment apparatus",2.944,-1.574,2025-10-01
917,"burner, gas, recirculation, gas recirculation, flue gas",2.565,-1.575,2025-10-01
1512,"power, module, power module, module power, supply",3.871,-1.575,2025-10-01
577,"coating, composition, method, process, coatings",4.489,-1.575,2025-10-01
884,"storage, semiconductor, device, storage device, semiconductor storage",3.135,-1.578,2025-10-01
927,"location, method, mobile, information, wireless",2.079,-1.586,2025-10-01
1007,"raman, spectroscopy, raman spectroscopy, enhanced, enhanced raman",3.135,-1.588,2025-10-01
1876,"data, sensor, sensor data, processing, systems",2.708,-1.588,2025-10-01
1585,"register, registers, method, instruction, processor",3.367,-1.588,2025-10-01
2228,"superabsorbent, polymer, superabsorbent polymer, method, preparing",1.386,-1.59,2025-10-01
1654,"mobility, high, electron, high electron, electron mobility",2.485,-1.592,2025-10-01
321,"saw, device, blade, speed, portable",3.367,-1.592,2025-10-01
1754,"rotary, machine, device, rotary machine, machine rotary",2.708,-1.598,2025-10-01
475,"fibers, fiber, method, process, producing",2.565,-1.598,2025-10-01
2335,"localization, mapping, localization mapping, simultaneous, simultaneous localization",2.398,-1.602,2025-10-01
1574,"turbine, blade, turbine blade, method, gas turbine",4.078,-1.607,2025-10-01
734,"electronic, device, electronic device, device electronic, apparatus",4.543,-1.611,2025-10-01
798,"paging, apparatus, method apparatus, method, wireless",3.689,-1.612,2025-10-01
2337,"vehicle, platooning, method, vehicles, platoon",1.946,-1.619,2025-10-01
415,"lighting, device, motor, light, lighting device",3.611,-1.619,2025-10-01
337,"pillow, cushion, method, supporting, head",2.565,-1.621,2025-10-01
1907,"bioreactor, use, bioreactors, methods, method",2.996,-1.623,2025-10-01
613,"wafer, method, semiconductor, wafers, processing",4.718,-1.624,2025-10-01
239,"image, solid state, state, solid, state image",3.497,-1.633,2025-10-01
580,"capacitor, method, electrolytic, electrolytic capacitor, solid",3.258,-1.637,2025-10-01
660,"cancer, breast, methods, breast cancer, prostate",3.045,-1.64,2025-10-01
342,"truck, cargo, bed, truck bed, extender",3.135,-1.646,2025-10-01
1350,"wireless, terminal, communication, wireless terminal, method",3.091,-1.648,2025-10-01
1375,"avatar, virtual, method, virtual universe, universe",3.258,-1.648,2025-10-01
385,"vehicle, control, method, controlling, speed",3.401,-1.65,2025-10-01
46,"soybean, soybean cultivar, cultivar, variety, soybean variety",3.367,-1.655,2025-10-01
862,"graphics, rendering, method, pipeline, processing",3.178,-1.655,2025-10-01
1817,"display, eye, near eye, near, eye display",2.565,-1.665,2025-10-01
500,"air, conditioning, air conditioning, conditioner, air conditioner",2.485,-1.666,2025-10-01
50,"circuit, breaker, circuit breaker, power, mechanism",3.497,-1.668,2025-10-01
929,"encryption, method, apparatus, key, encryption decryption",5.011,-1.678,2025-10-01
754,"infusion, device, infusion device, drug, pump",3.045,-1.686,2025-10-01
630,"method, forming, contact, method forming, conductive",4.025,-1.69,2025-10-01
1108,"cosmetic, composition, compositions, personal, cosmetic composition",2.996,-1.694,2025-10-01
552,"remote, control, remote control, method, monitoring",2.944,-1.696,2025-10-01
1340,"semiconductor, package, semiconductor package, method, stacked",3.611,-1.698,2025-10-01
122,"pedal, adjustable, adjustable pedal, assembly, pedal assembly",3.178,-1.701,2025-10-01
228,"massaging, massage, device, apparatus, massage device",3.638,-1.705,2025-10-01
2241,"obstacle, obstacle detection, method, detection, device",2.303,-1.706,2025-10-01
588,"amplifier, circuit, power, power amplifier, frequency",4.673,-1.714,2025-10-01
728,"resist, resist composition, composition, positive, positive resist",3.091,-1.716,2025-10-01
1296,"circuit, board, circuit board, method, manufacturing",2.708,-1.724,2025-10-01
2425,"uplink, grant, grant free, free, transmission",2.639,-1.729,2025-10-01
2289,"network, slice, network slice, method, slicing",3.664,-1.74,2025-10-01
2296,"storage, device, storage device, device storage, data",3.178,-1.742,2025-10-01
778,"centrifuge, centrifugal, rotor, having, centrifuge rotor",2.944,-1.744,2025-10-01
74,"memory, ferroelectric, ferroelectric memory, method, memory device",2.773,-1.748,2025-10-01
1281,"battery, cooling, thermal, method, manufacturing",4.143,-1.749,2025-10-01
758,"belt, conveyor, conveyor belt, belt conveyor, belts",2.773,-1.754,2025-10-01
2080,"learning, machine, machine learning, data, predictive",4.691,-1.759,2025-10-01
1407,"drag, reducing, vehicle, method, drag reducing",3.219,-1.759,2025-10-01
1440,"disposal, waste, waste disposal, medical, medical waste",3.584,-1.762,2025-10-01
1729,"club, golf, golf club, adjustable, assembly",3.584,-1.762,2025-10-01
1977,"coverage, method, wireless, communication, networks",1.792,-1.772,2025-10-01
480,"apparatus, image, sheet, forming apparatus, image forming",3.664,-1.782,2025-10-01
972,"apparatus, fixing, image, image forming, forming",2.833,-1.782,2025-10-01
561,"digital, analog, converter, analog digital, digital converter",4.317,-1.791,2025-10-01
1769,"machine, electric, electric machine, electrical, machine electric",2.708,-1.797,2025-10-01
553,"flip, flop, flip flop, circuit, flop circuit",0.693,-1.797,2025-10-01
1091,"sleep, sleep apnea, apnea, method, methods",2.303,-1.807,2025-10-01
2013,"bicycle, control, bicycle control, device, motor",2.565,-1.807,2025-10-01
1005,"quantum, method, quantum information, information processing, processing",5.273,-1.808,2025-10-01
1303,"housing, electronic, device, electronic device, portable",2.398,-1.808,2025-10-01
640,"gps, method, receiver, satellite, positioning",3.091,-1.811,2025-10-01
467,"image, compression, method, image compression, data",2.303,-1.811,2025-10-01
1017,"folding, foldable, collapsible, machine, structure",2.996,-1.819,2025-10-01
1055,"power, vehicle, supply, power supply, apparatus",3.638,-1.819,2025-10-01
1117,"optical, semiconductor, device, method, optical semiconductor",3.912,-1.823,2025-10-01
2108,"atrial, left, left atrial, atrial appendage, appendage",2.079,-1.827,2025-10-01
2127,"inertial, measurement, inertial measurement, unit, measurement unit",2.833,-1.829,2025-10-01
1198,"display, vehicle, device, vehicle display, display device",4.143,-1.83,2025-10-01
549,"etching, method, etch, semiconductor, etch method",4.29,-1.831,2025-10-01
1111,"stroller, foldable, baby, stroller stroller, collapsible",1.609,-1.832,2025-10-01
1844,"tray, tray table, table, tray tray, having",2.996,-1.833,2025-10-01
412,"zoom, lens, zoom lens, lens zoom, camera",2.833,-1.844,2025-10-01
1691,"pest, control, pest control, method, composition",3.761,-1.849,2025-10-01
564,"laminate, laminated, apparatus, process, laminating",3.912,-1.855,2025-10-01
1045,"apparatus, image, image forming, forming, forming apparatus",2.565,-1.861,2025-10-01
44,"gyroscope, gyro, method, laser, ring laser",2.833,-1.863,2025-10-01
709,"memory, semiconductor, device, semiconductor memory, memory device",4.043,-1.87,2025-10-01
525,"dispensing, device, liquid, dispensing device, apparatus",3.135,-1.873,2025-10-01
2314,"process, robotic, automation, process automation, robotic process",1.609,-1.881,2025-10-01
615,"silicon, silicon carbide, carbide, method, sic",3.871,-1.881,2025-10-01
76,"fuel, fuel cell, cell, polymer, electrolyte",2.944,-1.887,2025-10-01
914,"optical, method, element, optical element, device",2.944,-1.893,2025-10-01
90,"stringed, instrument, musical, stringed musical, musical instrument",2.079,-1.893,2025-10-01
1687,"heat, pump, heat pump, pump heat, method",3.367,-1.897,2025-10-01
270,"liquid, ejecting, method, ejection, liquid ejecting",2.398,-1.898,2025-10-01
132,"connector, electrical, electrical connector, having, connector having",6.016,-1.898,2025-10-01
407,"microscope, scanning, confocal, laser, scanning microscope",3.689,-1.903,2025-10-01
977,"display, light, light emitting, emitting, device",4.644,-1.904,2025-10-01
136,"helmet, protective, sports, helmet protective, headguard",3.332,-1.907,2025-10-01
578,"aluminum, steel, method, alloy, high",3.219,-1.907,2025-10-01
1184,"vehicle, vehicle vehicle, vehicle automobile, vehicle motor, leisure vehicle",3.466,-1.912,2025-10-01
2279,"pose, pose estimation, estimation, systems, methods",2.485,-1.916,2025-10-01
392,"mixing, apparatus, mixing apparatus, device, fluid",3.466,-1.92,2025-10-01
928,"security, method, apparatus, method apparatus, security method",3.135,-1.923,2025-10-01
41,"hologram, holographic, method, apparatus, recording",3.738,-1.926,2025-10-01
761,"paint, method, painting, automotive, process",2.197,-1.933,2025-10-01
1015,"bracket, mounting, mounting bracket, support, bracket assembly",3.135,-1.936,2025-10-01
652,"method, money, device, currency, banknotes",1.386,-1.936,2025-10-01
3,"esd, protection, esd protection, circuit, method",2.944,-1.936,2025-10-01
8,"solar, method, photovoltaic, module, cell",5.442,-1.94,2025-10-01
2394,"metasurfaces, metasurface, optical, tunable, light",2.565,-1.941,2025-10-01
39,"fence, post, fence post, method, fencing",3.045,-1.941,2025-10-01
888,"golf, golf club, club, head, club head",2.197,-1.941,2025-10-01
730,"image, pickup, image pickup, apparatus, pickup apparatus",3.401,-1.943,2025-10-01
1782,"antibodies, thereof, methods, uses, anti",5.811,-1.949,2025-10-01
2325,"pixel, display, driving, circuit, method",4.344,-1.958,2025-10-01
476,"sewing, machine, sewing machine, embroidery, device",2.773,-1.958,2025-10-01
2357,"chroma, coding, prediction, intra, video",2.89,-1.958,2025-10-01
1646,"hyperspectral, imaging, multispectral, method, hyperspectral imaging",2.833,-1.962,2025-10-01
1763,"substrate, component, electronic, built, method",4.673,-1.964,2025-10-01
543,"gas, sensor, gas sensor, sensor gas, method",3.829,-1.968,2025-10-01
2073,"phase, shifter, phase shifter, circuit, shifting",3.178,-1.969,2025-10-01
535,"oscillator, controlled, circuit, voltage, voltage controlled",3.367,-1.971,2025-10-01
983,"refrigerator, refrigerator refrigerator, refrigerator having, having, beverage",3.738,-1.979,2025-10-01
63,"alignment, method, apparatus, device, aligning",2.89,-1.981,2025-10-01
1975,"conversational, conversation, agent, systems, conversational agent",4.078,-1.982,2025-10-01
1523,"scaffold, scaffolds, tissue, method, thereof",2.639,-1.987,2025-10-01
72,"elevator, control, elevator elevator, speed, device",4.007,-1.991,2025-10-01
242,"tissue, method, apparatus, method apparatus, temporarily",3.738,-1.991,2025-10-01
737,"sand, method, sanding, apparatus, sand screen",2.398,-1.992,2025-10-01
1156,"recommendations, method, filtering, collaborative, collaborative filtering",4.111,-1.996,2025-10-01
1571,"cooling, liquid, device, method, cooling device",5.412,-1.997,2025-10-01
144,"box, electrical, connection, junction, connection box",2.944,-2.0,2025-10-01
1237,"image, sensor, image sensor, sensor image, pixel",4.575,-2.001,2025-10-01
383,"alarm, emergency, method, location, alert",2.773,-2.001,2025-10-01
782,"temperature, control, temperature control, apparatus, method",2.944,-2.002,2025-10-01
408,"eye, apparatus, method, tracking, method apparatus",4.143,-2.008,2025-10-01
