cluster_id,auto_label,last_log_count,forecast_log_count,predicted_growth,last_date
255,"ablation, apparatus, device, electrode, ablation device",3.584,3.74,0.156,2025-10-01
583,"liposome, liposomes, delivery, lipid, methods",0.0,0.156,0.156,2025-10-01
1121,"photoelectric, conversion, photoelectric conversion, device, method",3.555,3.712,0.156,2025-10-01
659,"release, sustained, sustained release, controlled, controlled release",0.0,0.156,0.156,2025-10-01
114,"projection, exposure, apparatus, projection exposure, exposure apparatus",0.0,0.156,0.156,2025-10-01
1123,"image, image forming, forming, cleaning, apparatus",0.0,0.156,0.156,2025-10-01
880,"wireless, communication, wireless communication, method, apparatus",2.996,3.151,0.155,2025-10-01
1743,"gear, transmission, planetary, planetary gear, train",0.0,0.155,0.155,2025-10-01
64,"moisture, method, sensor, device, apparatus",0.0,0.155,0.155,2025-10-01
1263,"network, label, tunnel, method, apparatus",0.0,0.155,0.155,2025-10-01
665,"protease, inhibitors, protease inhibitors, proteases, protease inhibitor",0.0,0.154,0.154,2025-10-01
1451,"developer, image, image forming, forming, forming apparatus",0.0,0.154,0.154,2025-10-01
339,"seat, seat belt, belt, seatbelt, buckle",2.079,2.233,0.154,2025-10-01
531,"grid, grid array, array, ball grid, ball",0.0,0.154,0.154,2025-10-01
1140,"method, investment, based, portfolio, financial",0.0,0.153,0.153,2025-10-01
831,"leakage, current, method, leakage current, apparatus",0.0,0.153,0.153,2025-10-01
590,"reference, voltage, reference voltage, circuit, generator",0.0,0.153,0.153,2025-10-01
1419,"speed, control, speed control, vehicle, vehicle speed",0.0,0.153,0.153,2025-10-01
1002,"terminal, portable, portable terminal, information, method",0.0,0.153,0.153,2025-10-01
1706,"memory, resistive, resistance, resistive memory, variable",0.0,0.153,0.153,2025-10-01
575,"molding, injection, injection molding, molded, machine",2.944,3.097,0.152,2025-10-01
784,"method, documents, digital, security, signature",2.89,3.043,0.152,2025-10-01
1108,"cosmetic, composition, compositions, personal, cosmetic composition",2.996,3.148,0.152,2025-10-01
940,"routing, method, apparatus, network, method apparatus",0.0,0.152,0.152,2025-10-01
83,"raman, amplification, amplifier, optical, raman amplification",0.0,0.151,0.151,2025-10-01
1378,"battery, rechargeable, rechargeable battery, battery rechargeable, lithium",0.0,0.151,0.151,2025-10-01
1507,"image, display, apparatus, image display, method",2.833,2.984,0.151,2025-10-01
1179,"array, substrate, array substrate, method, tft",0.0,0.15,0.15,2025-10-01
1448,"dynamic, range, dynamic range, method, image",0.0,0.15,0.15,2025-10-01
283,"fuel, valve, injection, fuel injection, injection valve",0.0,0.15,0.15,2025-10-01
486,"cleaning, compositions, cleaning compositions, composition, comprising",0.0,0.15,0.15,2025-10-01
1042,"toner, image, electrostatic, forming, developing",0.0,0.15,0.15,2025-10-01
445,"wavelength, wavelength division, division, optical, multiplexing",0.0,0.15,0.15,2025-10-01
1082,"cotton, variety, cotton variety, cotton cultivar, cultivar",0.0,0.149,0.149,2025-10-01
1370,"ultraviolet, light, extreme, source, light source",2.079,2.229,0.149,2025-10-01
301,"anchor, method, apparatus, post, device",0.0,0.149,0.149,2025-10-01
1211,"screw, bone, bone screw, pedicle screw, pedicle",0.0,0.149,0.149,2025-10-01
20,"docking, computer, station, docking station, portable",3.258,3.406,0.148,2025-10-01
414,"focus, method, apparatus, focusing, camera",2.639,2.787,0.148,2025-10-01
1514,"touch, panel, touch panel, panel touch, method",0.0,0.148,0.148,2025-10-01
1478,"method, wireless, radio, apparatus, resource",0.0,0.148,0.148,2025-10-01
746,"coaxial, connector, coaxial connector, coaxial cable, cable",0.0,0.148,0.148,2025-10-01
1529,"bicycle, device, device bicycle, control, power",0.0,0.147,0.147,2025-10-01
1069,"xml, method, documents, xml documents, using",0.0,0.147,0.147,2025-10-01
2071,"peptides, use, cancers, combination peptides, peptides combination",1.386,1.533,0.147,2025-10-01
1733,"panel, display, display panel, panel display, screen panel",2.996,3.142,0.147,2025-10-01
2015,"weighing, weight, device, scale, device weighing",2.565,2.712,0.147,2025-10-01
116,"tube, ray tube, cathode, ray, cathode ray",0.0,0.147,0.147,2025-10-01
788,"method, meat, poultry, milking, egg",0.0,0.147,0.147,2025-10-01
412,"zoom, lens, zoom lens, lens zoom, camera",2.833,2.979,0.146,2025-10-01
167,"crystal, single, method, single crystal, growth",0.0,0.146,0.146,2025-10-01
1250,"schottky, diode, schottky diode, barrier, method",0.0,0.146,0.146,2025-10-01
78,"recording, transfer, thermal, thermal transfer, heat",0.0,0.145,0.145,2025-10-01
2063,"methods, fertility, sperm, tissue, male",2.197,2.343,0.145,2025-10-01
27,"game, method, playing, method playing, machine",5.303,5.448,0.145,2025-10-01
1088,"deacetylase, histone, histone deacetylase, inhibitors, deacetylase inhibitors",0.0,0.145,0.145,2025-10-01
1360,"receptor, muscarinic, antagonists, receptor antagonists, compounds",0.0,0.144,0.144,2025-10-01
1371,"array, substrate, array substrate, method, device",0.0,0.144,0.144,2025-10-01
177,"roll, rolling, method, products, apparatus",0.0,0.144,0.144,2025-10-01
819,"channel, estimation, method, transmission, channel estimation",0.0,0.144,0.144,2025-10-01
718,"method, network, telephony, telephone, service",2.303,2.446,0.144,2025-10-01
163,"weighing, weight, apparatus, method, scale",0.0,0.144,0.144,2025-10-01
544,"method, food, products, process, cocoa",0.0,0.144,0.144,2025-10-01
787,"oxide, zirconium, metal, process, method",0.0,0.144,0.144,2025-10-01
26,"method, calender, calendar, apparatus, method apparatus",0.0,0.144,0.144,2025-10-01
392,"mixing, apparatus, mixing apparatus, device, fluid",3.466,3.608,0.143,2025-10-01
999,"protein, proteins, methods, recombinant, method",0.0,0.143,0.143,2025-10-01
396,"apparatus, ct, tomography, method, method apparatus",3.401,3.544,0.143,2025-10-01
1302,"cover, device, electronic, electronic device, using",0.0,0.143,0.143,2025-10-01
422,"fluorescent, lamp, fluorescent lamp, lamp fluorescent, lamps",0.0,0.142,0.142,2025-10-01
443,"optical, amplifier, optical amplifier, fiber, optical fiber",0.0,0.142,0.142,2025-10-01
1015,"bracket, mounting, mounting bracket, support, bracket assembly",3.135,3.277,0.142,2025-10-01
1048,"optical, scanning, optical scanning, device, scanning device",0.0,0.142,0.142,2025-10-01
956,"printhead, ink, jet, ink jet, having",0.0,0.142,0.142,2025-10-01
449,"dispersion, fiber, optical, optical fiber, compensating",0.0,0.141,0.141,2025-10-01
382,"motor, method, control, electric, rotor",2.565,2.706,0.141,2025-10-01
1339,"integrated, integrated circuit, circuit, package, circuit package",0.0,0.14,0.14,2025-10-01
675,"spread, spectrum, spread spectrum, method, direct",0.0,0.14,0.14,2025-10-01
1208,"paper, papermaking, method, producing, process",0.0,0.14,0.14,2025-10-01
61,"sign, holder, sign holder, support, multi",0.0,0.14,0.14,2025-10-01
1561,"transparent, conductive, film, conductive film, transparent conductive",0.0,0.14,0.14,2025-10-01
271,"chuck, electrostatic, electrostatic chuck, method, drill",3.135,3.274,0.139,2025-10-01
503,"valve, engine, combustion engine, combustion, internal combustion",0.0,0.139,0.139,2025-10-01
1234,"blur, image, blur correction, correction, motion",0.0,0.139,0.139,2025-10-01
1501,"brake, disc, disk, disc brake, disk brake",0.0,0.139,0.139,2025-10-01
554,"buffer, circuit, input, output, buffer circuit",0.0,0.139,0.139,2025-10-01
341,"trailer, hitch, trailer hitch, device, assembly",0.0,0.138,0.138,2025-10-01
565,"deposition, vapor, vapor deposition, chemical vapor, chemical",0.0,0.138,0.138,2025-10-01
1050,"lighting, apparatus, control, lighting control, methods",2.398,2.536,0.138,2025-10-01
169,"label, labels, method, adhesive, form",2.833,2.971,0.138,2025-10-01
1096,"method, semiconductor, pattern, device, semiconductor device",0.0,0.138,0.138,2025-10-01
1634,"power, contactless, contactless power, device, method",0.0,0.138,0.138,2025-10-01
1084,"transmission, multi, multi speed, speed, speed transmission",0.0,0.138,0.138,2025-10-01
988,"soi, semiconductor, device, method, semiconductor device",0.0,0.138,0.138,2025-10-01
1254,"rna, interference, rna interference, interfering, expression",0.0,0.137,0.137,2025-10-01
368,"oil, method, apparatus, method apparatus, monitoring",0.0,0.137,0.137,2025-10-01
902,"transmission, variable, variable transmission, continuously variable, continuously",0.0,0.137,0.137,2025-10-01
1265,"wireless, communication, method, wireless communication, communications",0.0,0.137,0.137,2025-10-01
1189,"organic, organic el, el, device, display",0.0,0.137,0.137,2025-10-01
390,"nmr, method, apparatus, probe, nmr probe",0.0,0.137,0.137,2025-10-01
209,"atm, network, method, cell, switch",0.0,0.136,0.136,2025-10-01
1357,"cell, method, wireless, communication, network",0.0,0.136,0.136,2025-10-01
572,"water, treatment, waste, apparatus, method",3.401,3.537,0.136,2025-10-01
1588,"influenza, virus, influenza virus, thereof, method",0.0,0.136,0.136,2025-10-01
1124,"fuel, fuel cell, cell, oxide, solid",0.0,0.136,0.136,2025-10-01
931,"gain, control, gain control, automatic gain, automatic",0.0,0.135,0.135,2025-10-01
108,"field, emission, field emission, method, display",0.0,0.135,0.135,2025-10-01
4,"silver, silver halide, halide, photographic, material",0.0,0.135,0.135,2025-10-01
1285,"nasal, device, devices, nasal dilator, dilator",2.708,2.843,0.135,2025-10-01
981,"cmos, image, sensor, image sensor, cmos image",0.0,0.135,0.135,2025-10-01
118,"electron, apparatus, image, device, method",0.0,0.134,0.134,2025-10-01
1838,"semiconductor, circuit, integrated, integrated circuit, semiconductor integrated",0.0,0.134,0.134,2025-10-01
1667,"display, dimensional, image, method, 3d",0.0,0.134,0.134,2025-10-01
794,"level, liquid, liquid level, fluid, method",0.0,0.134,0.134,2025-10-01
1310,"laser, semiconductor, semiconductor laser, surface, method",0.0,0.134,0.134,2025-10-01
891,"resonator, filter, dielectric, resonator filter, device",2.303,2.435,0.133,2025-10-01
234,"dyeing, keratin, fibers, composition, dyeing keratin",1.792,1.925,0.133,2025-10-01
1026,"silicon, epitaxial, germanium, layer, silicon germanium",0.0,0.133,0.133,2025-10-01
920,"broadcast, method, data, digital, receiver",0.0,0.133,0.133,2025-10-01
48,"jewelry, clasp, jewelry clasp, jewelry jewelry, clasp jewelry",1.792,1.925,0.133,2025-10-01
1167,"bandwidth, network, method, traffic, congestion",0.0,0.133,0.133,2025-10-01
11,"diaper, disposable, disposable diaper, diapers, diapers disposable",0.0,0.133,0.133,2025-10-01
1001,"digital, content, rights, rights management, management",0.0,0.132,0.132,2025-10-01
607,"bonding, pad, method, bond, device",0.0,0.132,0.132,2025-10-01
877,"vaccines, vaccine, thereof, use, methods",0.0,0.132,0.132,2025-10-01
941,"radio, method, communication, station, base",3.091,3.223,0.132,2025-10-01
1044,"liquid, liquid crystal, crystal, panel, crystal display",0.0,0.132,0.132,2025-10-01
1224,"lamp, led, led lamp, lamp led, street lamp",0.0,0.132,0.132,2025-10-01
1105,"led, method, structure, package, led package",0.0,0.132,0.132,2025-10-01
596,"coin, device, apparatus, method, device coin",0.0,0.132,0.132,2025-10-01
340,"cart, collapsible, shopping cart, shopping, movable",0.0,0.132,0.132,2025-10-01
474,"web, paper, material, apparatus, device",0.0,0.132,0.132,2025-10-01
938,"method, apparatus, resource, configuration, resources",0.0,0.131,0.131,2025-10-01
1028,"dispenser, fluid dispenser, fluid, paper, paper dispenser",3.258,3.389,0.131,2025-10-01
1468,"method, gene, methods, analysis, genetic",2.833,2.964,0.131,2025-10-01
595,"circuit, integrated, method, integrated circuit, layout",0.0,0.131,0.131,2025-10-01
1116,"nitride, emitting, light, light emitting, device",0.0,0.131,0.131,2025-10-01
1161,"query, database, method, database query, join",0.0,0.131,0.131,2025-10-01
792,"amyloid, bgr, methods, bgr amyloid, compounds",0.0,0.13,0.13,2025-10-01
431,"interferometer, method, optical, interferometric, apparatus",0.0,0.13,0.13,2025-10-01
236,"dyes, reactive, use, dye, preparation",0.0,0.129,0.129,2025-10-01
439,"optical, switch, optical switch, switching, switch optical",0.0,0.129,0.129,2025-10-01
400,"projection, display, image, screen, apparatus",0.0,0.129,0.129,2025-10-01
353,"keyboard, device, keypad, key, computer",3.258,3.387,0.129,2025-10-01
936,"backup, method, data, data backup, file",3.219,3.348,0.129,2025-10-01
639,"meth, acrylic, acid, acrylic acid, process",0.0,0.129,0.129,2025-10-01
923,"firmware, method, boot, device, update",0.0,0.128,0.128,2025-10-01
246,"implantable, device, medical, implantable medical, medical device",0.0,0.128,0.128,2025-10-01
85,"film, display, liquid, liquid crystal, crystal display",0.0,0.128,0.128,2025-10-01
695,"derivatives, quinoline, quinoline derivatives, quinazoline, substituted",0.0,0.128,0.128,2025-10-01
548,"damascene, dual, method, dual damascene, process",0.0,0.128,0.128,2025-10-01
542,"bone, treatment, osteoporosis, treatment osteoporosis, methods",0.0,0.128,0.128,2025-10-01
805,"data, transfer, data transfer, method, transfer control",0.0,0.128,0.128,2025-10-01
909,"power, method, line, communication, power line",0.0,0.128,0.128,2025-10-01
604,"process, method, control, production, process control",0.0,0.128,0.128,2025-10-01
220,"spindle, machine, motor, tool, spindle motor",0.0,0.128,0.128,2025-10-01
321,"saw, device, blade, speed, portable",3.367,3.495,0.128,2025-10-01
730,"image, pickup, image pickup, apparatus, pickup apparatus",3.401,3.529,0.128,2025-10-01
421,"ballast, electronic, lamp, electronic ballast, discharge",0.0,0.127,0.127,2025-10-01
1000,"auction, method, auction method, bidding, conducting",0.0,0.127,0.127,2025-10-01
305,"strap, strapping, machine, device, assembly",2.485,2.612,0.127,2025-10-01
961,"sliding, slider, slide, method, member",2.485,2.612,0.127,2025-10-01
628,"semiconductor, lead, lead frame, frame, package",0.0,0.127,0.127,2025-10-01
1171,"image, pickup, image pickup, lens, apparatus",0.0,0.127,0.127,2025-10-01
719,"radio, method, communication, mobile, base",0.0,0.126,0.126,2025-10-01
987,"finfet, device, finfet device, method, forming",0.0,0.126,0.126,2025-10-01
1880,"liposome, method, liposomal, thereof, preparation",3.091,3.217,0.126,2025-10-01
697,"gene, amylase, encoding, agr, agr amylase",0.0,0.126,0.126,2025-10-01
303,"torque, control, method, transmitting, torque transmitting",2.833,2.959,0.126,2025-10-01
855,"starter, engine, engine starter, internal, internal combustion",0.0,0.125,0.125,2025-10-01
31,"fluorescent, fluorescence, method, detection, apparatus",0.0,0.125,0.125,2025-10-01
1176,"image, apparatus, method, printing, forming",0.0,0.125,0.125,2025-10-01
944,"particle, method, particles, size, apparatus",2.773,2.898,0.125,2025-10-01
1246,"vias, semiconductor, method, forming, semiconductor device",0.0,0.125,0.125,2025-10-01
700,"receptor, agonists, indole, use, derivatives",0.0,0.124,0.124,2025-10-01
925,"cell, culture, cells, method, cell culture",0.0,0.123,0.123,2025-10-01
620,"soi, method, device, contact, wafer",0.0,0.123,0.123,2025-10-01
147,"magnet, method, magnetic, resin, permanent",0.0,0.123,0.123,2025-10-01
618,"synchronization, method, apparatus, synchronizing, device",0.0,0.123,0.123,2025-10-01
881,"packet, method, network, packets, data",0.0,0.123,0.123,2025-10-01
1021,"nanowire, nanowires, methods, method, array",0.0,0.123,0.123,2025-10-01
1004,"display, panel, display panel, plasma, plasma display",0.0,0.123,0.123,2025-10-01
1716,"method, tire, pressure, device, vehicle",2.485,2.607,0.122,2025-10-01
508,"fuel, injector, fuel injector, injector fuel, actuated",0.0,0.122,0.122,2025-10-01
559,"flow, fluid, liquid, method, measuring",0.0,0.122,0.122,2025-10-01
373,"microorganisms, method, detection, detecting, rapid",3.045,3.167,0.122,2025-10-01
68,"drum, method, apparatus, head, pad",0.0,0.121,0.121,2025-10-01
1066,"peer, peer peer, method, network, communication",0.0,0.121,0.121,2025-10-01
401,"projector, projector projector, device, image, projectors",0.0,0.121,0.121,2025-10-01
482,"yarn, method, apparatus, making, filament",0.0,0.121,0.121,2025-10-01
1314,"balloon, medical, balloons, multi, apparatus",0.0,0.121,0.121,2025-10-01
505,"fuel, tank, fuel tank, method, vehicle",0.0,0.121,0.121,2025-10-01
457,"dimensional, method, image, apparatus, rendering",0.0,0.121,0.121,2025-10-01
558,"interrupt, method, signals, interrupts, apparatus",0.0,0.121,0.121,2025-10-01
272,"method, apparatus, method apparatus, wellbore, subterranean",0.0,0.121,0.121,2025-10-01
37,"sigma, delta, delta sigma, digital, analog",0.0,0.121,0.121,2025-10-01
692,"dram, method, cell, forming, dram cell",0.0,0.12,0.12,2025-10-01
1225,"led, driver, led driver, circuit, current",0.0,0.12,0.12,2025-10-01
347,"rail, support, handrail, assembly, rail vehicle",0.0,0.12,0.12,2025-10-01
350,"control, pest, method, insect, pest control",0.0,0.12,0.12,2025-10-01
520,"printing, lithographic, printing plate, plate, lithographic printing",0.0,0.12,0.12,2025-10-01
127,"image, pickup, image pickup, apparatus, pickup apparatus",0.0,0.12,0.12,2025-10-01
622,"silicon, method, forming, film, apparatus",0.0,0.12,0.12,2025-10-01
375,"electrophotographic, apparatus, process, image, forming",0.0,0.119,0.119,2025-10-01
372,"image, forming, image forming, apparatus, forming apparatus",0.0,0.119,0.119,2025-10-01
803,"semiconductor, contact, device, semiconductor device, method",2.565,2.684,0.119,2025-10-01
824,"derivatives, pyridine, compounds, substituted, pyrimidine",0.0,0.119,0.119,2025-10-01
409,"sensor, image, image sensor, method, cmos",0.0,0.119,0.119,2025-10-01
834,"substrate, array, array substrate, display, method",0.0,0.119,0.119,2025-10-01
276,"drying, method, apparatus, dryer, device",0.0,0.119,0.119,2025-10-01
254,"ball, practice, device, tennis, apparatus",0.0,0.119,0.119,2025-10-01
377,"seed, method, apparatus, growing, plant",0.0,0.118,0.118,2025-10-01
847,"backlight, module, device, backlight module, light",0.0,0.118,0.118,2025-10-01
19,"display, plasma display, plasma, panel, display panel",0.0,0.118,0.118,2025-10-01
676,"cdma, method, apparatus, communication, cdma cellular",0.0,0.118,0.118,2025-10-01
29,"semiconductor, device, semiconductor device, method, device method",0.0,0.118,0.118,2025-10-01
182,"connector, card, card connector, having, mechanism",0.0,0.118,0.118,2025-10-01
1305,"bearing, roller, roller bearing, method, tapered roller",0.0,0.118,0.118,2025-10-01
47,"inbred, corn, inbred corn, plant, corn plant",0.0,0.118,0.118,2025-10-01
45,"optical, pickup, optical pickup, device, pickup device",0.0,0.118,0.118,2025-10-01
100,"ion, implantation, ion implantation, method, apparatus",0.0,0.118,0.118,2025-10-01
632,"trench, isolation, trench isolation, method, shallow trench",0.0,0.118,0.118,2025-10-01
93,"liquid, liquid crystal, crystal, driving, display",0.0,0.118,0.118,2025-10-01
1067,"content, distribution, method, content distribution, contents",0.0,0.117,0.117,2025-10-01
774,"television, method, multimedia, program, network",0.0,0.117,0.117,2025-10-01
664,"growth, factor, growth factor, vegf, igf",0.0,0.117,0.117,2025-10-01
762,"display, electrophoretic, device, display device, electrophoretic display",0.0,0.117,0.117,2025-10-01
290,"disk, apparatus, drive, disk drive, disc",0.0,0.117,0.117,2025-10-01
1247,"wafer, semiconductor, method, semiconductor wafer, apparatus",0.0,0.117,0.117,2025-10-01
768,"light, light emitting, emitting, emitting diode, diode",0.0,0.117,0.117,2025-10-01
720,"speech, method, apparatus, recognition, speech recognition",0.0,0.116,0.116,2025-10-01
721,"voice, method, internet, voice response, interactive voice",0.0,0.116,0.116,2025-10-01
161,"hair, method, compositions, styling, treatment",0.0,0.116,0.116,2025-10-01
388,"apparatus, method, animal, device, method apparatus",0.0,0.116,0.116,2025-10-01
526,"ink, jet, ink jet, printer, jet printer",0.0,0.116,0.116,2025-10-01
1245,"camera, device, method, video, portable",0.0,0.116,0.116,2025-10-01
296,"touch, panel, touch panel, screen, touch screen",0.0,0.116,0.116,2025-10-01
899,"liquid crystal, liquid, crystal, crystal display, display",0.0,0.116,0.116,2025-10-01
879,"communication, method, communication method, communication communication, method communication",0.0,0.116,0.116,2025-10-01
293,"light, emitting, organic, light emitting, organic light",2.833,2.95,0.116,2025-10-01
92,"liquid, crystal, liquid crystal, device, crystal device",0.0,0.116,0.116,2025-10-01
601,"programmable, logic, programmable logic, device, logic device",0.0,0.116,0.116,2025-10-01
884,"storage, semiconductor, device, storage device, semiconductor storage",3.135,3.25,0.115,2025-10-01
291,"drive, disk, head, disk drive, suspension",0.0,0.115,0.115,2025-10-01
420,"lamp, discharge, discharge lamp, high, pressure",0.0,0.115,0.115,2025-10-01
1709,"process, acid, carboxylic, acids, producing",2.485,2.6,0.115,2025-10-01
837,"apparatus, method, lithographic, device, manufacturing",0.0,0.115,0.115,2025-10-01
530,"ink, composition, inks, ink composition, change",0.0,0.115,0.115,2025-10-01
104,"resin, composition, photosensitive, resin composition, photosensitive resin",0.0,0.115,0.115,2025-10-01
701,"acid, process, derivatives, substituted, preparing",0.0,0.115,0.115,2025-10-01
971,"stereoscopic, display, image, stereo, stereoscopic image",0.0,0.115,0.115,2025-10-01
1010,"printhead, assembly, printhead assembly, inkjet, inkjet printhead",0.0,0.115,0.115,2025-10-01
258,"golf, ball, golf ball, solid golf, solid",0.0,0.114,0.114,2025-10-01
287,"optical, disk, optical disk, recording, apparatus",0.0,0.114,0.114,2025-10-01
285,"optical, recording, medium, recording medium, optical recording",0.0,0.114,0.114,2025-10-01
833,"wind, power, turbine, wind turbine, power plant",0.0,0.114,0.114,2025-10-01
417,"optical, scanner, image, scanning, method",0.0,0.114,0.114,2025-10-01
1517,"touch, method, apparatus, method apparatus, detection",0.0,0.114,0.114,2025-10-01
89,"liquid, crystal, liquid crystal, display, crystal display",0.0,0.114,0.114,2025-10-01
547,"mail, method, electronic, electronic mail, apparatus",0.0,0.114,0.114,2025-10-01
667,"method, transaction, commerce, allowed, electronic",0.0,0.114,0.114,2025-10-01
426,"lens, contact, method, contact lens, intraocular",0.0,0.114,0.114,2025-10-01
581,"capacitor, method, fabricating, method fabricating, semiconductor",0.0,0.114,0.114,2025-10-01
699,"specific, cell, methods, antigen, using",0.0,0.114,0.114,2025-10-01
694,"kinase, protein, expression, protein kinase, antisense",0.0,0.114,0.114,2025-10-01
376,"glass, method, sheet, manufacturing, making",0.0,0.114,0.114,2025-10-01
181,"card, cards, ic, method, ic card",0.0,0.114,0.114,2025-10-01
821,"interference, radio, method, signal, cancellation",0.0,0.114,0.114,2025-10-01
682,"virus, use, vaccine, viral, mammalian",0.0,0.114,0.114,2025-10-01
229,"tooth, method, dental, teeth, compositions",0.0,0.114,0.114,2025-10-01
795,"flow, rate, flow rate, measuring, mass",0.0,0.114,0.114,2025-10-01
769,"light, device, emitting, light emitting, emitting device",0.0,0.114,0.114,2025-10-01
241,"tube, method, tubular, tubes, device",0.0,0.114,0.114,2025-10-01
840,"memory, magnetic, magnetic memory, method, magnetoresistive",0.0,0.114,0.114,2025-10-01
194,"hearing, device, aid, hearing aid, hearing device",0.0,0.113,0.113,2025-10-01
1238,"container, lid, closure, opening, method",0.0,0.113,0.113,2025-10-01
275,"drill, drilling, bit, drill bit, method",0.0,0.113,0.113,2025-10-01
248,"needle, method, apparatus, needles, medical",3.178,3.291,0.113,2025-10-01
309,"transmission, gear, control, variable, transmission control",0.0,0.113,0.113,2025-10-01
176,"ultrasonic, ultrasound, method, apparatus, imaging",0.0,0.113,0.113,2025-10-01
86,"matrix, display, active, active matrix, device",0.0,0.113,0.113,2025-10-01
517,"exhaust, engine, gas, exhaust gas, combustion",0.0,0.113,0.113,2025-10-01
537,"cooling, device, method, apparatus, cooling device",0.0,0.113,0.113,2025-10-01
523,"jet, recording, ink, jet recording, ink jet",0.0,0.113,0.113,2025-10-01
673,"treatment, cancer, tumor, treating, method",0.0,0.113,0.113,2025-10-01
672,"process, producing, process producing, method, fluoropolymer",0.0,0.113,0.113,2025-10-01
670,"memory, semiconductor, semiconductor memory, memory device, device",0.0,0.113,0.113,2025-10-01
683,"process, sulfur, hydrogen, sulfide, desulfurization",0.0,0.113,0.113,2025-10-01
432,"adhesive, pressure, adhesion, sensitive, pressure sensitive",0.0,0.113,0.113,2025-10-01
456,"image, display, image display, apparatus, method",0.0,0.113,0.113,2025-10-01
479,"sheet, apparatus, method, paper, sheets",0.0,0.113,0.113,2025-10-01
1734,"bluetooth, method, apparatus, communication, low",2.639,2.753,0.113,2025-10-01
404,"emitting, light, light emitting, semiconductor, semiconductor light",0.0,0.113,0.113,2025-10-01
688,"instruction, processor, method, execution, data",0.0,0.113,0.113,2025-10-01
686,"flash, memory, flash memory, method, device",0.0,0.113,0.113,2025-10-01
107,"charged, beam, particle, charged particle, particle beam",3.989,4.098,0.109,2025-10-01
129,"ventilation, vent, ventilator, venting, attic",3.689,3.798,0.109,2025-10-01
190,"acoustic, wave, surface, surface acoustic, device",3.178,3.287,0.109,2025-10-01
1076,"hepatitis, virus, hepatitis virus, hcv, infection",0.0,0.109,0.109,2025-10-01
1340,"semiconductor, package, semiconductor package, method, stacked",3.611,3.719,0.108,2025-10-01
1364,"droplet, apparatus, liquid, liquid droplet, ejection",2.485,2.592,0.107,2025-10-01
407,"microscope, scanning, confocal, laser, scanning microscope",3.689,3.795,0.106,2025-10-01
76,"fuel, fuel cell, cell, polymer, electrolyte",2.944,3.051,0.106,2025-10-01
448,"color, method, apparatus, image, gamut",3.178,3.283,0.105,2025-10-01
1104,"led, heat, lamp, led lamp, sink",0.0,0.104,0.104,2025-10-01
235,"pigments, pigment, process, method, color",1.946,2.05,0.104,2025-10-01
535,"oscillator, controlled, circuit, voltage, voltage controlled",3.367,3.471,0.104,2025-10-01
25,"sprinkler, sprinkler sprinkler, sprinkler head, pressure, head",2.833,2.935,0.102,2025-10-01
170,"sterilizing, sterilization, method, apparatus, method sterilizing",3.219,3.319,0.101,2025-10-01
1488,"construction, machine, construction machine, machine construction, particular",2.079,2.18,0.101,2025-10-01
444,"modulator, optical, optical modulator, optic, electro",2.708,2.809,0.101,2025-10-01
281,"shaft, coupling, flexible, shaft coupling, hollow",2.996,3.097,0.101,2025-10-01
383,"alarm, emergency, method, location, alert",2.773,2.872,0.099,2025-10-01
473,"thermoelectric, cooling, thermoelectric cooling, thermoelectric module, module",2.565,2.664,0.099,2025-10-01
1654,"mobility, high, electron, high electron, electron mobility",2.485,2.582,0.097,2025-10-01
122,"pedal, adjustable, adjustable pedal, assembly, pedal assembly",3.178,3.275,0.097,2025-10-01
231,"drain, device, drainage, drain assembly, assembly",3.332,3.429,0.097,2025-10-01
1522,"package, structure, method, package structure, package package",3.178,3.274,0.096,2025-10-01
2232,"incident, management, response, incident response, systems",1.386,1.481,0.095,2025-10-01
77,"fuel, fuel cell, cell, power, flow",0.0,0.094,0.094,2025-10-01
380,"occupant, vehicle, protection, occupant protection, device",3.434,3.527,0.093,2025-10-01
1661,"vehicle, rail, rail vehicle, control, method",3.611,3.701,0.09,2025-10-01
743,"organic, display, method, organic electroluminescent, electroluminescent",3.135,3.225,0.09,2025-10-01
1458,"hydrocarbon, producing, hydrocarbons, process, heavy",2.485,2.574,0.089,2025-10-01
219,"battery, pack, battery pack, pack battery, battery package",2.89,2.98,0.089,2025-10-01
779,"camshaft, engine, crankshaft, method, cam",0.0,0.088,0.088,2025-10-01
263,"catheter, balloon, balloon catheter, catheter balloon, methods",2.398,2.486,0.088,2025-10-01
1103,"pixel, structure, pixel structure, method, structure pixel",0.0,0.088,0.088,2025-10-01
1298,"wake, device, method, communication, wakeup",3.219,3.306,0.087,2025-10-01
256,"nozzle, spray, spray nozzle, pistol, pistol nozzle",3.401,3.485,0.084,2025-10-01
1447,"image, method, search, image search, images",2.639,2.723,0.084,2025-10-01
641,"olefin, polymerization, process, olefins, catalyst",3.219,3.302,0.083,2025-10-01
1415,"communication, terminal, method, communication terminal, device",2.485,2.568,0.083,2025-10-01
405,"multicast, method, apparatus, method apparatus, network",3.97,4.053,0.083,2025-10-01
1635,"transport, transport apparatus, apparatus, method, apparatus transport",2.773,2.856,0.083,2025-10-01
716,"data, method, transmission, apparatus, data transmission",0.0,0.081,0.081,2025-10-01
643,"method, gate, transistor, mos, drain",3.892,3.972,0.08,2025-10-01
